title,author,star_score,genre,keywords,synopsis,Thumb,day,favorite_count,epi_cnt,completed_date,content
마왕 아빠 용사 딸,빵박사 / 최거봉 / 주먹,9.82444,판타지,"판타지, 육아물","용사를 꿈꾸는 딸 세린 그런 그녀를 양육하는 마왕 시온
시온은 자신의 정체를 딸에게 절대 들켜서는 안 된다
딸의 꿈을 막을 수도 그렇다고 독려할 수도 없는 처지
그런 딜레마 속에서 벌어지는 세린의 좌충우돌 용사 성장기 혹은
마왕의 용사 양육기",https://image-comic.pstatic.net/webtoon/820918/thumbnail/thumbnail_IMAG21_196c3bdd-037d-4c56-9300-7a0914e8a996.jpg,,,,,"판타지 판타지, 육아물 용사를 꿈꾸는 딸 세린 그런 그녀를 양육하는 마왕 시온
시온은 자신의 정체를 딸에게 절대 들켜서는 안 된다
딸의 꿈을 막을 수도 그렇다고 독려할 수도 없는 처지
그런 딜레마 속에서 벌어지는 세린의 좌충우돌 용사 성장기 혹은
마왕의 용사 양육기"
일진담당일진,GRIMZO,9.89375,액션,"사이다, 액션","주인공 권대건은 자퇴 후 검정고시를 준비하며 편의점에서 알바를 하고 있던 중 양아치들과 시비가 붙는다
가뿐하게 그들을 제압한 대건에게 이전부터 유심히 지켜보던 교육 재단으로부터 일진담당일진 프로젝트를 제안 받는다
고민 끝에 제안을 수락한 대건은 재단 소속 고등학교에 입학해 재단의 명령대로 학교의 핵심적인 일진들을 차례차례 격파해나간다",https://image-comic.pstatic.net/webtoon/797153/thumbnail/thumbnail_IMAG21_62fa8e3d-e445-4dd4-9730-88364faa18e0.jpg,,,,,"액션 사이다, 액션 주인공 권대건은 자퇴 후 검정고시를 준비하며 편의점에서 알바를 하고 있던 중 양아치들과 시비가 붙는다
가뿐하게 그들을 제압한 대건에게 이전부터 유심히 지켜보던 교육 재단으로부터 일진담당일진 프로젝트를 제안 받는다
고민 끝에 제안을 수락한 대건은 재단 소속 고등학교에 입학해 재단의 명령대로 학교의 핵심적인 일진들을 차례차례 격파해나간다"
화산파 역대급 천재,정확콘 / 꿀라숑 / 묘엽,9.6955,무협/사극,"무협/사극, 소설원작, 힘숨찐, 성장물, 판무","좋은 집안도 내공도 없어 화산파에서 하산 될지도 모르는 삼대 제자 백운호
그러던 어느 날 몽원경이라는 기연을 만나 화산파 역대급 천재로 거듭나는데
백운호는 어디까지 강해질 것인가",https://image-comic.pstatic.net/webtoon/817301/thumbnail/thumbnail_IMAG21_af888d4f-1ee3-4c3f-96d0-f1f6f507f9e2.jpg,,,,,"무협/사극 무협/사극, 소설원작, 힘숨찐, 성장물, 판무 좋은 집안도 내공도 없어 화산파에서 하산 될지도 모르는 삼대 제자 백운호
그러던 어느 날 몽원경이라는 기연을 만나 화산파 역대급 천재로 거듭나는데
백운호는 어디까지 강해질 것인가"
설산의 괴물 황녀,물보라 / 수호 / 이낙음,9.92339,로맨스,"소설원작, 로맨스, 회귀","선황제의 늦둥이 딸 발레리 벨로프는 어미인 앨리시아에게 오랫동안 학대를 받다 그녀의 죄로 얼어붙은 설산에 유배를 당하게 된다
그곳에서 불행히도 많은 이들을 공포에 떨게 한 괴물의 빙결 능력을 갖게 되어 끝내 절망한 발레리는 19살 생일에 스스로 죽음을 택하지만 죽음 속에서 눈을 떠보니 앨리시아에게 학대받던 9살의 어린 시절로 돌아왔다는 것을 깨닫게 되는데
발레리는 과거와 달라지기 위해 자신을 설산으로 유배시킨 황제이자 이복 오빠인 밀러드에게로 도망치고

폐하 제발 저를 구해주세요 시키시는 건 뭐든 다 할게요 제발 저 좀 살려주세요

그날을 기점으로 발레리의 삶은 과거와 달라지게 된다
그리고 소중한 가족들과 행복한 나날들을 보내던 발레리는 세상과 단절된 채 능력을 숨기고 살아가는 어둠 속의 아이를 만난다

안녕 괴물
나도 너와 같은 괴물이야",https://image-comic.pstatic.net/webtoon/822007/thumbnail/thumbnail_IMAG21_ecbbd214-4b9b-493f-a0b8-b92455f19f2a.jpg,,,,,"로맨스 소설원작, 로맨스, 회귀 선황제의 늦둥이 딸 발레리 벨로프는 어미인 앨리시아에게 오랫동안 학대를 받다 그녀의 죄로 얼어붙은 설산에 유배를 당하게 된다
그곳에서 불행히도 많은 이들을 공포에 떨게 한 괴물의 빙결 능력을 갖게 되어 끝내 절망한 발레리는 19살 생일에 스스로 죽음을 택하지만 죽음 속에서 눈을 떠보니 앨리시아에게 학대받던 9살의 어린 시절로 돌아왔다는 것을 깨닫게 되는데
발레리는 과거와 달라지기 위해 자신을 설산으로 유배시킨 황제이자 이복 오빠인 밀러드에게로 도망치고

폐하 제발 저를 구해주세요 시키시는 건 뭐든 다 할게요 제발 저 좀 살려주세요

그날을 기점으로 발레리의 삶은 과거와 달라지게 된다
그리고 소중한 가족들과 행복한 나날들을 보내던 발레리는 세상과 단절된 채 능력을 숨기고 살아가는 어둠 속의 아이를 만난다

안녕 괴물
나도 너와 같은 괴물이야"
선녀외전,효빈,9.97465,로맨스,"삼각관계, 로맨스, 복수극, 2030연애, 걸크러시","나무꾼을 살해하고 인간계에 갇혀 연예인으로 살아가던 선녀 천모란은 자신이 연루된 살인사건 담당 형사 사제하에게 정체를 들키고 만다
한편 그와 가까워질수록 잃어버린 날개옷의 행방이 드러나는데
날개옷을 되찾기 위한 21세기 선녀의 피 튀는 복수 증오 그리고 사랑 이야기",https://image-comic.pstatic.net/webtoon/800850/thumbnail/thumbnail_IMAG21_623810a7-d18d-4768-b6a7-7af3bf316ba5.jpg,,,,,"로맨스 삼각관계, 로맨스, 복수극, 2030연애, 걸크러시 나무꾼을 살해하고 인간계에 갇혀 연예인으로 살아가던 선녀 천모란은 자신이 연루된 살인사건 담당 형사 사제하에게 정체를 들키고 만다
한편 그와 가까워질수록 잃어버린 날개옷의 행방이 드러나는데
날개옷을 되찾기 위한 21세기 선녀의 피 튀는 복수 증오 그리고 사랑 이야기"
헌터 세상의 정원사,스토리아크 / 토모조 / 슬리버,9.84411,판타지,"소설원작, 판타지","스킬도 전투 능력도 없는 일꾼 클래스의 최약체 헌터 유지하

헌터 랭킹 최하위인 지하는 잡화점을 운영하며 소소하게 생계를 이어 가고 있었다

그러던 어느 날
꿈을 통해 이공간인 정원에 진입하게 되면서
그의 헌터 인생은 크게 뒤집히는데

식물 친화 Lv1을 획득하셨습니다
XXX의 축복 Lv1을 획득하셨습니다

나뭇가지 하나 심었다고 스킬이 생겨

헌터 세상의 유일한 정원사가 된 그의
특별한 모험이 시작된다",https://image-comic.pstatic.net/webtoon/821371/thumbnail/thumbnail_IMAG21_2cf27d41-b3ce-4377-bae3-3898a5ca341a.jpg,,,,,"판타지 소설원작, 판타지 스킬도 전투 능력도 없는 일꾼 클래스의 최약체 헌터 유지하

헌터 랭킹 최하위인 지하는 잡화점을 운영하며 소소하게 생계를 이어 가고 있었다

그러던 어느 날
꿈을 통해 이공간인 정원에 진입하게 되면서
그의 헌터 인생은 크게 뒤집히는데

식물 친화 Lv1을 획득하셨습니다
XXX의 축복 Lv1을 획득하셨습니다

나뭇가지 하나 심었다고 스킬이 생겨

헌터 세상의 유일한 정원사가 된 그의
특별한 모험이 시작된다"
남편의 정부로 환생한 심정을 서술하시오,우주 / 뮤우 / 뚜또리,9.80214,로맨스,"소설원작, 삼각관계, 로맨스, 로판","유리 몸 대공비였던 나는 심한 발작으로 목숨을 잃었다
아니 잃은 줄 알았다

당신을 원해
그리고 나와 똑같이 생긴 여자로 환생해버렸다
그런데 이 여자의 몸 엄청 튼튼하잖아
건강한 몸을 얻은 기쁨도 잠시 모두가 내게 이리 말한다
이 여자가 완벽한 내 남편의 정부라고

진실을 듣기 위해 찾아간 나의 장례식
그곳에서 내 남편보다 더 세상이 무너진 듯 울고 있는 미남자를 보았다

생전 처음 보는 저 남자는 누구일까
그리고 과연 이 여자는내 남편의 정부일까",https://image-comic.pstatic.net/webtoon/822208/thumbnail/thumbnail_IMAG21_bf5b0d9c-f92c-4072-b038-8c177749ad08.jpg,,,,,"로맨스 소설원작, 삼각관계, 로맨스, 로판 유리 몸 대공비였던 나는 심한 발작으로 목숨을 잃었다
아니 잃은 줄 알았다

당신을 원해
그리고 나와 똑같이 생긴 여자로 환생해버렸다
그런데 이 여자의 몸 엄청 튼튼하잖아
건강한 몸을 얻은 기쁨도 잠시 모두가 내게 이리 말한다
이 여자가 완벽한 내 남편의 정부라고

진실을 듣기 위해 찾아간 나의 장례식
그곳에서 내 남편보다 더 세상이 무너진 듯 울고 있는 미남자를 보았다

생전 처음 보는 저 남자는 누구일까
그리고 과연 이 여자는내 남편의 정부일까"
이제 와 후회해봤자,지엽 / 달슬,9.83909,로맨스,"소설원작, 로맨스, 후회물","황실 제네어의 사생아 이네스 500년의 역사를 가진 르잔의 대공 레이언
이들의 결혼은 각 국가의 화합을 도모하는데 크게 일조했다 
그러나 실상을 들여다보면 이 결혼은 속이 썩은 사과였다

다음 생이 있다고 해도 다시는 만나지 말아요 우리",https://image-comic.pstatic.net/webtoon/822010/thumbnail/thumbnail_IMAG21_774f2164-ee39-4c00-9635-ce21249d4c40.jpg,,,,,"로맨스 소설원작, 로맨스, 후회물 황실 제네어의 사생아 이네스 500년의 역사를 가진 르잔의 대공 레이언
이들의 결혼은 각 국가의 화합을 도모하는데 크게 일조했다 
그러나 실상을 들여다보면 이 결혼은 속이 썩은 사과였다

다음 생이 있다고 해도 다시는 만나지 말아요 우리"
본투비갓,턱점,9.92416,판타지,판타지,"돈에 미친 양아치 선도부 김태성
어느 날 옆집으로 이사 온 무당 화려한을 만난 이후로 그의 주변에 무당이 하나둘씩 꼬이게 되고 귀신에 씌인 존재가 태성을 공격하기 시작하는데
태성에게 요괴 두억시니를 빙의시키는 화려한
과연 태성은 두억시니와 함께 자신의 목숨을 지킬 수 있을까",https://image-comic.pstatic.net/webtoon/784846/thumbnail/thumbnail_IMAG21_e646f282-bf5e-4c72-8847-9a12d727294a.jpg,,,,,"판타지 판타지 돈에 미친 양아치 선도부 김태성
어느 날 옆집으로 이사 온 무당 화려한을 만난 이후로 그의 주변에 무당이 하나둘씩 꼬이게 되고 귀신에 씌인 존재가 태성을 공격하기 시작하는데
태성에게 요괴 두억시니를 빙의시키는 화려한
과연 태성은 두억시니와 함께 자신의 목숨을 지킬 수 있을까"
음악천재를 위하여,캐롯스튜디오 / 고광(高光),9.88139,감성,"소설원작, 감성","가난한 집안을 부끄러워하던 강현은 주변의 연을 끊어가며 필사적으로 공부해 대성하지만 이윽고 자신의 이상이 잘못됨을 깨닫는다 
설상가상으로 암에 걸리게 된 현은 지하철 선로에 떨어진 사람을 구하려다 치이고 교향곡의 멜로디를 들으며 과거로 회귀한다 
그렇게 전과 같은 삶을 살지 않겠다 다짐하던 현은 자신에게 엄청난 음악적 재능이 생긴 것을 깨닫는데",https://image-comic.pstatic.net/webtoon/822827/thumbnail/thumbnail_IMAG21_dbe569ff-6ba9-4e6b-b232-2d48b7ee00ff.jpg,,,,,"감성 소설원작, 감성 가난한 집안을 부끄러워하던 강현은 주변의 연을 끊어가며 필사적으로 공부해 대성하지만 이윽고 자신의 이상이 잘못됨을 깨닫는다 
설상가상으로 암에 걸리게 된 현은 지하철 선로에 떨어진 사람을 구하려다 치이고 교향곡의 멜로디를 들으며 과거로 회귀한다 
그렇게 전과 같은 삶을 살지 않겠다 다짐하던 현은 자신에게 엄청난 음악적 재능이 생긴 것을 깨닫는데"
왕신황제,김경태 / 진작,9.83471,액션,액션,"허약 체질인 해진은 학교에서 괴롭힘을 당하는 신세다
극복하기 위해 열심히 운동을 하지만 이상할 정도로 몸이 강해지지 않는다
그래도 포기하지 않고 단련을 이어나가던 해진은 우연히 노숙자 장군을 만나 도움을 주게 되고
장군은 해진에게 무언가 느낀 듯 무공은 실존한다는 영문 모를 말을 꺼내는데
알고 보니 무공 천재 강해진의 현대 무림 정복기",https://image-comic.pstatic.net/webtoon/817119/thumbnail/thumbnail_IMAG21_390e0d65-1aa9-4810-84c4-e160a2a4052d.jpg,,,,,"액션 액션 허약 체질인 해진은 학교에서 괴롭힘을 당하는 신세다
극복하기 위해 열심히 운동을 하지만 이상할 정도로 몸이 강해지지 않는다
그래도 포기하지 않고 단련을 이어나가던 해진은 우연히 노숙자 장군을 만나 도움을 주게 되고
장군은 해진에게 무언가 느낀 듯 무공은 실존한다는 영문 모를 말을 꺼내는데
알고 보니 무공 천재 강해진의 현대 무림 정복기"
울부짖는 역린,조던 / 게게겍,9.93889,판타지,"판타지, 인외존재, 다크판타지","악신의 저주를 받은 야만전사 아난타
자신의 운명을 비극으로 뒤바꾼 날개의 화신을 처단하기 위해
끝없이 악신을 포식하며 복수를 갈망하는 피와 땀 뼈와 살의 이야기",https://image-comic.pstatic.net/webtoon/817925/thumbnail/thumbnail_IMAG21_8e957d65-e3b6-4848-b285-aec7a8dbf001.jpg,,,,,"판타지 판타지, 인외존재, 다크판타지 악신의 저주를 받은 야만전사 아난타
자신의 운명을 비극으로 뒤바꾼 날개의 화신을 처단하기 위해
끝없이 악신을 포식하며 복수를 갈망하는 피와 땀 뼈와 살의 이야기"
악마는 없다,없는사람,9.89739,스릴러,스릴러,"인터넷 기사인 남자는 기괴한 고객 집에 방문 후 밤새 악몽에 시달린다 
다음날 스토커에 괴롭힘을 당하는 전 여자친구가 그를 찾아오고 
아직 미련이 남아있던 남자는 그녀를 도와주려다 끔찍한 사건에 휘말리게 된다",https://image-comic.pstatic.net/webtoon/807080/thumbnail/thumbnail_IMAG21_8fb89086-c27d-454b-a118-2c93d8125882.jpg,,,,,"스릴러 스릴러 인터넷 기사인 남자는 기괴한 고객 집에 방문 후 밤새 악몽에 시달린다 
다음날 스토커에 괴롭힘을 당하는 전 여자친구가 그를 찾아오고 
아직 미련이 남아있던 남자는 그녀를 도와주려다 끔찍한 사건에 휘말리게 된다"
이혼 후 코인 대박,지누리 / 네펜데스 / 어둠의Dark,9.73491,드라마,"소설원작, 드라마, 지금추천작","1년간의 결혼 생활은 끔찍했다
하지만 이혼 후에 믿어지지 않을 정도로 좋은 일들이 벌어지기 시작한다
도박에 미쳐있던 아버지의 유품을 정리하던 도중 발견한 코인
아버지께 빌려준 내 천만 원으로 코인을 샀다고

떡상한 코인과 180도 달라진 내 인생",https://image-comic.pstatic.net/webtoon/822885/thumbnail/thumbnail_IMAG21_88830cf4-3f2d-4cc6-8d9b-0d5b348c8ea1.jpg,,,,,"드라마 소설원작, 드라마, 지금추천작 1년간의 결혼 생활은 끔찍했다
하지만 이혼 후에 믿어지지 않을 정도로 좋은 일들이 벌어지기 시작한다
도박에 미쳐있던 아버지의 유품을 정리하던 도중 발견한 코인
아버지께 빌려준 내 천만 원으로 코인을 샀다고

떡상한 코인과 180도 달라진 내 인생"
수상한 소공자는 천하십대고수,리진 / 상황이급한데 / 운찬,9.91061,무협/사극,"무협/사극, 소설원작","천하대전에 휘말려 과거의 위세를 잃은 마도림 그곳의 태상림주가 오래전 버렸다 생각한 딸의 아들인 외손자가 돌아오게 된다
어머니를 닮아 천하제일 미를 뽐내지만 무림에 어울리지 않는 백면서생같던 그의 정체는 천하십대고수 황하용왕을 쓰러트린 무면산왕
어머니의 마지막 말을 지키기 위해 다시 한번 마도림을 부흥시키고자 천하십대고수 진무립이 마도림에 나타난다",https://image-comic.pstatic.net/webtoon/819386/thumbnail/thumbnail_IMAG21_02d91f6f-b02d-4fef-9515-49ef5a0b4409.jpg,,,,,"무협/사극 무협/사극, 소설원작 천하대전에 휘말려 과거의 위세를 잃은 마도림 그곳의 태상림주가 오래전 버렸다 생각한 딸의 아들인 외손자가 돌아오게 된다
어머니를 닮아 천하제일 미를 뽐내지만 무림에 어울리지 않는 백면서생같던 그의 정체는 천하십대고수 황하용왕을 쓰러트린 무면산왕
어머니의 마지막 말을 지키기 위해 다시 한번 마도림을 부흥시키고자 천하십대고수 진무립이 마도림에 나타난다"
어느 날 남편이 생겼다,위궤양게츠비 / 담수 / 갓녀,9.85579,로맨스,"소설원작, 로맨스","한 침대에서 자야지 부부인데
키스해도 돼

다정하고 잘생기고 돈 많은 남편이 생겼다
문제는 상대가 꼴도 보기 싫은 원수 강시후 라는 것
우리가 행복한 신혼이었다니 말도 안 돼

사고 후 눈을 떠 보니 남편이 된 것도 모자라
입만 열면 사랑 고백인 강시후
도대체 지난 1년간 무슨 일이 있었던 거지

이 결혼 분명 뭔가 꿍꿍이가 있다",https://image-comic.pstatic.net/webtoon/820710/thumbnail/thumbnail_IMAG21_0a20b096-8b56-4839-9c7f-150749613668.jpg,,,,,"로맨스 소설원작, 로맨스 한 침대에서 자야지 부부인데
키스해도 돼

다정하고 잘생기고 돈 많은 남편이 생겼다
문제는 상대가 꼴도 보기 싫은 원수 강시후 라는 것
우리가 행복한 신혼이었다니 말도 안 돼

사고 후 눈을 떠 보니 남편이 된 것도 모자라
입만 열면 사랑 고백인 강시후
도대체 지난 1년간 무슨 일이 있었던 거지

이 결혼 분명 뭔가 꿍꿍이가 있다"
21세기 반로환동전,월귤 / 남장현 / 검미성,7.71781,액션,"소설원작, 액션","구한말부터 살아온 도사 허풍개는 갑작스레 반로환동에 성공한다
하지만 반로환동에 성공했다 해도 남은 수명은 십 년 남짓
죽음을 피하기 위해선 반드시 신선이 되어야 한다",https://image-comic.pstatic.net/webtoon/821136/thumbnail/thumbnail_IMAG21_8c38d670-92e7-4066-942f-9e2d4a457c68.jpg,,,,,"액션 소설원작, 액션 구한말부터 살아온 도사 허풍개는 갑작스레 반로환동에 성공한다
하지만 반로환동에 성공했다 해도 남은 수명은 십 년 남짓
죽음을 피하기 위해선 반드시 신선이 되어야 한다"
세기말 데빌,섀이,9.95586,판타지,판타지,"하늘에선 재가 내리고 땅에선 악마들이 기어다닌다
소중한 것을 잃어버린 소녀와 헌터는 멸망한 세상을 여행한다
살아남기 위해 무엇을 위해 살아가야 할지 찾기위해",https://image-comic.pstatic.net/webtoon/804418/thumbnail/thumbnail_IMAG21_3b12fcb5-6390-40eb-b277-09d48701b53f.jpg,,,,,"판타지 판타지 하늘에선 재가 내리고 땅에선 악마들이 기어다닌다
소중한 것을 잃어버린 소녀와 헌터는 멸망한 세상을 여행한다
살아남기 위해 무엇을 위해 살아가야 할지 찾기위해"
찬란한 이혼,ZQ / 23 / 알렛(소나무다),9.7469,로맨스,"소설원작, 로맨스","서강그룹의 후계자 현우와 백경재단의 사생아인 가을은 첫눈에 서로에게 이끌려 하룻밤을 보낸다 
우연 같기도 운명 같기도 했던 하룻밤으로 임신한 가을은 옛 연인을 잊지 못한 듯한 현우에게 시한부 결혼생활을 제안하고
누가 봐도 완벽한 부부이자 가족으로 8년이란 시간을 보내던 어느 날

우리 이혼해요

가을은 현우에게 오래 전 썼던 이혼 신고서를 내미는데",https://image-comic.pstatic.net/webtoon/822564/thumbnail/thumbnail_IMAG21_a2e6f02e-c231-4cd3-875e-4ee7e5006771.jpg,,,,,"로맨스 소설원작, 로맨스 서강그룹의 후계자 현우와 백경재단의 사생아인 가을은 첫눈에 서로에게 이끌려 하룻밤을 보낸다 
우연 같기도 운명 같기도 했던 하룻밤으로 임신한 가을은 옛 연인을 잊지 못한 듯한 현우에게 시한부 결혼생활을 제안하고
누가 봐도 완벽한 부부이자 가족으로 8년이란 시간을 보내던 어느 날

우리 이혼해요

가을은 현우에게 오래 전 썼던 이혼 신고서를 내미는데"
전생했더니 신입사원,뭉쥐 / 예환 / 대나무집,9.9234,드라마,"소설원작, 드라마","자수성가의 신화 신우테크의 오너 오창석
50대 초반 이른 나이에 세상을 떠난 그가 無스펙 청년 백수 오창석의 몸으로 환생했다",https://image-comic.pstatic.net/webtoon/801106/thumbnail/thumbnail_IMAG21_2ce6a44b-c9c3-4f8b-a43f-9ec1077eeda9.jpg,,,,,"드라마 소설원작, 드라마 자수성가의 신화 신우테크의 오너 오창석
50대 초반 이른 나이에 세상을 떠난 그가 無스펙 청년 백수 오창석의 몸으로 환생했다"
복수의 잔은 당신의 손에,스캠퍼 / 집사,9.91346,로맨스,"소설원작, 로맨스","돈과 맞바꾸어져 로테이어 왕국의 왕자비가 된 티엔의 왕녀 유디트

병약하고 주눅 든 그녀는 힘든 몇 년을 보낸다

남편인 1왕자는 계모의 끊임없는 괴롭힘으로 미쳐가고
심지어 누명까지 뒤집어쓴 유디트는 탑에 갇히게 된다

처참하게 죽은 뒤 그녀는 왕자비가 되기 전으로 돌아온다

삶을 망쳐놓은 자들에게 복수할 것을 다짐하며",https://image-comic.pstatic.net/webtoon/821133/thumbnail/thumbnail_IMAG21_b1641119-050e-4716-972e-543da06d3eb0.jpg,,,,,"로맨스 소설원작, 로맨스 돈과 맞바꾸어져 로테이어 왕국의 왕자비가 된 티엔의 왕녀 유디트

병약하고 주눅 든 그녀는 힘든 몇 년을 보낸다

남편인 1왕자는 계모의 끊임없는 괴롭힘으로 미쳐가고
심지어 누명까지 뒤집어쓴 유디트는 탑에 갇히게 된다

처참하게 죽은 뒤 그녀는 왕자비가 되기 전으로 돌아온다

삶을 망쳐놓은 자들에게 복수할 것을 다짐하며"
사악한 공작 영애의 우울,사월 / 산이 / 설단희,9.8975,로맨스,"소설원작, 로맨스","소설 속 악역에 빙의한 이린
그러나 그 사실을 알 리 없는 공작은 그녀가 기억상실인 줄 알고
렌느 제국의 2황자와의 혼인을 강행해 버린다

그런데 2황자는 사악한 마법사의 저주로 낮엔 개로 살고 있었다
밤엔 인간이 될 수 있는 낮에는 털 달린 개
이린은 그것도 모르고 황자궁에서 키우는 개를 다정히 대해주고
2황자 슈에르트는 다정한 그녀에게 호감을 갖기 시작하는데",https://image-comic.pstatic.net/webtoon/822004/thumbnail/thumbnail_IMAG21_0250dee7-09a8-4d9c-8baf-95bbc78b0aaf.jpg,,,,,"로맨스 소설원작, 로맨스 소설 속 악역에 빙의한 이린
그러나 그 사실을 알 리 없는 공작은 그녀가 기억상실인 줄 알고
렌느 제국의 2황자와의 혼인을 강행해 버린다

그런데 2황자는 사악한 마법사의 저주로 낮엔 개로 살고 있었다
밤엔 인간이 될 수 있는 낮에는 털 달린 개
이린은 그것도 모르고 황자궁에서 키우는 개를 다정히 대해주고
2황자 슈에르트는 다정한 그녀에게 호감을 갖기 시작하는데"
만능사원 전설이 되다,BONGUN / 캡맨아저씨 / 제이로빈,9.71922,판타지,"소설원작, 판타지, 요즘핫한추천작","공사장에서 일하던 김태석에게 대기업 엘성의 서류전형 합격 통보가 날아온다
그와 동시에 그의 앞에 떠오르는 메시지

정규사원의 길 튜토리얼에 접속하셨습니다
튜토리얼을 진행하시겠습니까

전설의 만능사원이 되기 위한 김태석의 고군분투 회사 이야기",https://image-comic.pstatic.net/webtoon/818785/thumbnail/thumbnail_IMAG21_0d12b84c-006f-4e4a-a17f-da207d1b6a28.jpg,,,,,"판타지 소설원작, 판타지, 요즘핫한추천작 공사장에서 일하던 김태석에게 대기업 엘성의 서류전형 합격 통보가 날아온다
그와 동시에 그의 앞에 떠오르는 메시지

정규사원의 길 튜토리얼에 접속하셨습니다
튜토리얼을 진행하시겠습니까

전설의 만능사원이 되기 위한 김태석의 고군분투 회사 이야기"
무한 레벨업 in 무림,김진우 / 곤붕,9.8498,무협/사극,"무협/사극, 소설원작","재능도 없고 출신도 비천했던 하급무사 단유성 전쟁터에서 죽다 

하지만 저승인 줄 알고 눈을 떴더니 어린 시절의 과거로 돌아와 있지 않은가
이상한 숫자와 문자가 눈 앞에 보이고 그 지시를 따르면 노력한 만큼 보상을 받기까지 한다
노력한 만큼의 보상을 받는 세상 무한레벨업 in 무림에 오신것을 환영합니다",https://image-comic.pstatic.net/webtoon/816676/thumbnail/thumbnail_IMAG21_f3d709f4-120c-42a6-bc4d-e0c1f607e270.jpg,,,,,"무협/사극 무협/사극, 소설원작 재능도 없고 출신도 비천했던 하급무사 단유성 전쟁터에서 죽다 

하지만 저승인 줄 알고 눈을 떴더니 어린 시절의 과거로 돌아와 있지 않은가
이상한 숫자와 문자가 눈 앞에 보이고 그 지시를 따르면 노력한 만큼 보상을 받기까지 한다
노력한 만큼의 보상을 받는 세상 무한레벨업 in 무림에 오신것을 환영합니다"
오빠 그건 오해야,도연 / 태소영,9.7907,로맨스,"소설원작, 로맨스","십년지기 남사친에게 고백하려던 날 그의 형이 벗어둔 입던 팬티를 훔치고 말았다
그의 형은 내가 자기를 좋아한다고 착각하고 급기야 경찰에 신고까지 한다
오빠 그건 오해야 내가 좋아하는 건 그쪽 동생이라고",https://image-comic.pstatic.net/webtoon/821091/thumbnail/thumbnail_IMAG21_408c8510-dcc4-4cf8-b02d-5b7c65a5afa8.jpg,,,,,"로맨스 소설원작, 로맨스 십년지기 남사친에게 고백하려던 날 그의 형이 벗어둔 입던 팬티를 훔치고 말았다
그의 형은 내가 자기를 좋아한다고 착각하고 급기야 경찰에 신고까지 한다
오빠 그건 오해야 내가 좋아하는 건 그쪽 동생이라고"
어메이징 스파이더맨,닉 스펜서 / 라이언 오틀리,9.85156,액션,"히어로, 해외작품, 액션","스파이더맨의 삶이 전환점을 맞았다 피터 파커는 최근 MJ와 재회했고 새 룸메이트의 정체는 슈퍼빌런이며 착해진 숙적 리저드 박사와는 협력 관계가 되었다
게다가 철천지원수였던 데일리 뷰글 출신 J 조나 제이머슨이 이제 스파이더맨 편이라니
이미 복잡 그 자체인 인간관계 속에서 피터는 정신줄을 잘 붙잡을 수 있을까 그리고 모든 사건의 배후에 있는 의문의 적은 누구일까",https://image-comic.pstatic.net/webtoon/784852/thumbnail/thumbnail_IMAG21_3703421683129267001.jpg,,,,,"액션 히어로, 해외작품, 액션 스파이더맨의 삶이 전환점을 맞았다 피터 파커는 최근 MJ와 재회했고 새 룸메이트의 정체는 슈퍼빌런이며 착해진 숙적 리저드 박사와는 협력 관계가 되었다
게다가 철천지원수였던 데일리 뷰글 출신 J 조나 제이머슨이 이제 스파이더맨 편이라니
이미 복잡 그 자체인 인간관계 속에서 피터는 정신줄을 잘 붙잡을 수 있을까 그리고 모든 사건의 배후에 있는 의문의 적은 누구일까"
검사가 법을 모름,일월비 / 창,9.61229,판타지,"소설원작, 판타지","와룡회의 2인자 임태산은 교통사고로 사경을 헤매다 의식불명 상태인 검사 강바른의 몸에 빙의한다 
깨어난 태산은 자신의 죽음에 석연치 않은 의혹이 있음을 알게 되고 전생 시절의 인맥과 전투력 그리고 현생의 지력과 재력을 이용해 자신의 죽음에 숨겨져 있던 음모를 파헤쳐 나가는데",https://image-comic.pstatic.net/webtoon/821083/thumbnail/thumbnail_IMAG21_dec88e89-b56e-478b-b06c-fa11d0d343a8.jpg,,,,,"판타지 소설원작, 판타지 와룡회의 2인자 임태산은 교통사고로 사경을 헤매다 의식불명 상태인 검사 강바른의 몸에 빙의한다 
깨어난 태산은 자신의 죽음에 석연치 않은 의혹이 있음을 알게 되고 전생 시절의 인맥과 전투력 그리고 현생의 지력과 재력을 이용해 자신의 죽음에 숨겨져 있던 음모를 파헤쳐 나가는데"
